question,answer,level
"( 연의 ) 노성에 주둔하던 제갈량은 ""현재 위나라 군대가 싸움을 피하는 이유는, 첫째로는 우리의 식량이 떨어지기를 기다리는 것이고, 둘째는 ㅁㅁ으로 병력을 보내어 수송로를 끊으려 함이니, 그대들 두 사람은 각각 1만의 병력으로 험요지를 지키고 있으라"" 고 강유와 마대에게 말했다.",검각,super hard
"( 연의 ) 사마휘의 말에 따르면, 제갈량은 최주평, 석광원, 맹공위, 서원직에게 ""그대들은 벼슬길에 나가면 자사나 ㅁㅁ 쯤은 될 수 있을 것"" 이라고 말했다고 한다.",태수,hard
( 연의 ) 방통의 제안으로 냉포의 영채를 공략하는 임무를 맡은 사람의 이름은?,황충,hard
"( 연의, 사서 공통 ) 사마부는 _____의 장례를 왕의 예법으로 치르자고 건의했는데, 이는 받아들여졌다.",조모,super hard
( 사서 ) 관우는 하동군 ___현 사람이다.,해,very hard
"( 연의 ) 황건적의 난 중에, 황건적의 추격으로부터 자신을 구해준 유비가 아무런 관직이 없다는 것을 알게 되자, 유비를 무시한 중랑장의 이름은?",동탁,hard
"( 연의 ) 서황이 선두부대에게 물을 건너 배수진을 치게 하자, 왕평은 ""한신은 적이 꾀가 없는 것을 알고 배수진을 친 것"" 이라며, ""황충과 _____의 생각을 헤아릴 수 있는지"" 서황에게 물었다.",조운,very hard
( 연의 ) 노수의 남쪽에 토성을 쌓고 촉한군이 어떻게 나오는지 지켜보는 작전을 세우고 실행한 사람의 이름은?,맹획,very hard
"( 사서 ) 서원팔교위는 상군교위 건석, 중군교위 원소, 하군교위 포홍, 전군교위 조조, 좌교위 하모, 우교위 순우경, 조군좌교위 조융, 조군우교위 _____이었다.",풍방,super hard
"( 연의 ) 날씨가 추워 초목이 다 말라버린 날 벌어진 연회에서, 모란꽃을 보고 싶다는 조조의 말에, 좌자는 큰 ㅁㅁ 하나를 가져와서 입으로 물을 뿜어주었고, 그러자 모란이 솟아나더니 꽃 두 송이가 피었다.",화분,super hard
"( 연의 ) 조조가 죽은 뒤, 화흠은 _____에게 ""조창은 군대를 바치고 임지로 돌아갔지만, 조식과 조웅은 장례를 치르러 오지 않았으니 죄를 물어야 한다"" 고 말했다.",조비,hard
"( 연의 ) 촉나라 군대가 ㅁㅁ와 유마로 군량을 수송한다는 보고를 들은 사마의는 ""내가 나가 싸우지 않고 굳게 지키고만 있는 것은 적의 군량이 다하기를 기다리기 때문인데, 적이 그런 방법을 쓰고 있다면 장기전으로 갈 생각일 것"" 이라고 말하며 걱정했다.",목우,very hard
"( 연의, 사서 공통 ) 관이의 작위는 ㅁㅁㅁㅁ이다.",한수정후,very hard
"( 연의 ) 노식이 압송되는 것을 본 유비는 탁군을 향해 가다가, 중랑장 동탁의 관군이 패해서 _____의 부대에게 추격받는 것을 보고는, 황건적을 공격하여 관군을 구해주었다.",장각,very hard
"( 연의 ) 유비가 처음 만난 관우는 수염이 두 자 정도로 길고 얼굴색은 검붉은 대추 같고, 입술은 연지를 바른 듯 붉었으며, ㅁ의 붉은 눈과 잠자는 누에 같은 눈썹을 하고 있었다.",봉,super hard
"( 연의, 사서 공통 ) 건흥 8년에 조예가 대사마로 임명한 사람의 이름은?",조진,very hard
"( 연의 ) 낙성을 함락시킨 유비는, 다음으로 성도로 향하는 길에 있는 요충지인 ㅁㅁ관으로 공격해 들어갔다.",면죽,very hard
"( 연의, 사서 공통 ) 등윤은 복통을 핑계로 돌아가려는 제갈각에게, _____의 부름이니 일단 들어가야 한다고 말했다.",손량,hard
"( 연의 ) ""정문은 _____의 신임을 받고 있으니, 내일 밤 불로 신호하면 도독께서는 직접 대군을 이끌고 영채를 습격하시라"" 는 내용을 전달받은 사마의는 이를 믿게 되었다.",제갈량,hard
"( 연의, 사서 공통 ) 황제 유선의 신하인 승상 제갈량이 군을 이끌고 위나라를 정벌하려 시도했을 때, 양무장군 등지는 중ㅁㅁ을 맡았다.",감군,super hard
"( 연의 ) 촉한군이 진창성을 점령한 것을 알게 된 _____하고 위연은, 제갈량의 명령에 따라 진군하여 산관을 쉽게 점령했다.",강유,very hard
"( 연의 ) 장각은 산속에 들어가 약초를 캐다가 푸른 눈에 동안인 노인을 만났는데, 그 노인은 손에 푸른 ㅁㅁㅁ 줄기로 만든 지팡이를 들고 있었다.",명아주,super hard
"( 연의, 사서 공통 ) 동승은 ""의랑 _____하고 장수교위 충집이 나의 심복"" 이라고 왕자복에게 말했다.",오석,very hard
"( 연의, 사서 공통 ) 손견이 찾아와 따지자, ""손견에게 군량을 보내지 말라"" 고 진언했던 자의 목을 베어 사과한 사람의 이름은?",원술,hard
"( 연의, 사서 공통 ) 장막은 ㅁㅁㅁㅁ일 때 반동탁 연합군에 참가했다.",진류태수,very hard
"( 연의 ) 손권은 여몽의 계책을 따라, 군사들에게 ___경에 밥을 먹도록 하고는 여강태수 주광이 지키는 환성을 공격하기 시작했다.",5,very hard
"( 연의 ) 병사들에게 뗏목을 만들게 한 제갈량은, 왕평과 장억에게 선두부대를 맡기고, 강유와 마충에게 가운데 부대를 맡기고, 요화와 _____에게 후미 부대를 맡겨 위수 물가의 영채를 공격하게 했으나, 작전은 실패했다.",장익,very hard
( 사서 ) 필궤의 출신주는 ㅁㅁ이다.,연주,super hard
"( 연의, 사서 공통 ) 전위의 출신지는 진류군 ___현이다.",기오,super hard
"( 연의, 사서 공통 ) 군웅인 _____에 의해 폐위된 황제는 홍농왕에 봉해졌다.",동탁,hard
"( 연의 ) 복황후가 죽고 아직 장로가 조조에게 항복하지 않았을 때, 외지에 나가있던 조인이 동오와 서촉을 치는 일을 의논하기 위해 와서, 마침 취해있던 _____에게 가서 만나려고 했으나, 허저가 앞을 가로막아 만나지 못했다.",조조,hard
"( 연의, 사서 공통 ) 사마의가 신성에서 반란을 진압하자, 반란을 일으킨 _____의 수급은 낙양으로 보내어져 저자거리에서 불태워졌다.",맹달,super hard
"( 연의 ) 조운은 ""계양에서 있었던 혼담이 성사되었다면 아름다운 일이 될 수 있다"" 는 제갈량의 말에 대해, ""이미 _____하고는 형제가 되었는데 형수를 차지하면 사람들이 욕할 것이며, 번씨의 절개를 잃게 하는 일이며, 조범의 속마음을 믿을 수 없었으니 그 말이 꼭 옳다고 할 수 없다"" 고 말했다.",조범,hard
"( 연의 ) 유비가 형주 남부를 공략하기 위해 계양으로 보낸 조운은, 항복한 계양태수 조범과 의형제를 맺기로 한 일이 있었는데, 둘 중 형이 되기로 한 사람의 이름은?",조운,hard
"( 연의, 사서 공통 ) 싸움을 걸어도 ㅁ나라 군대가 응하지 않자, 제갈량은 적장에게 여자들이 쓰는 물건을 보냈다.",위,hard
"( 연의 ) 병력을 이끌고 산관으로 다가가던 장합은 이미 촉나라의 병력이 요지를 지키고 있는 것을 보고 후퇴했는데, 추격해 온 _____의 공격을 받아서 병력에 큰 피해를 입었다.",위연,very hard
"( 연의 ) 제갈량은 동오로 갔다가 손권의 부하들과 설전을 했는데, 제갈량이 조조를 한나라의 역적이라고 평가하자, ""한나라는 끝나가고 조조는 천하의 삼분의 이를 차지하는데, 유비는 흐름을 거슬러 조조와 싸우려고 한다"" 고 말한 사람의 이름은?",설종,very hard
"( 연의, 사서 공통 ) 하후연의 아들이자 하후혜의 동생으로, 위나라의 신하였던 사람의 이름은?",하후위,hard
"( 연의 ) 위연과 고상은 가정의 위나라 영채에 야습을 했다가 적의 복병 때문에 위기에 처했는데, 이때 나타나서 위연과 고상을 구해준 장수의 이름은?",왕평,very hard
"( 연의 ) 헌제는 유비와 조조와 함께 나선 사냥에서, 조조에게 ㅁㅁ을 쏘라고 말했다.",사슴,hard
"( 연의, 사서 공통 ) 건흥 8년에 촉을 토벌하자는 조진의 의견을 접하고는, 그에 따르기로 결정한 사람의 이름은?",조예,hard
"( 연의 ) 허저로부터 도전장을 받은 마초는, 도전장에 답장을 보내면서 ""내일 반드시 ㅁㅁ를 죽일 것"" 이라고 말했다.",호치,very hard
"( 연의 ) 우금의 7군이 번성의 북쪽으로 옮겨 영채를 세웠다고 관평이 알리자, 높은 곳에 올라가 번성과 7군의 주둔지를 살펴본 사람의 이름은?",관우,hard
"( 연의 ) 왕평은 위연의 휘하 병사들을 향해 ""너희는 서천 사람들이니 가족과 친구들도 서천에 있을 것이고, ㅁㅁ께서 살아계실 때 너희를 박대하지 않았으니 역적을 도우면 안되며, 다들 고향으로 돌아가 기다리고 있어라"" 라고 외쳤다.",승상,hard
( 연의 ) 유비가 조조의 대군을 피해 백성들을 이끌고 번성으로 이동할 무렵 신야에서 벌어진 조인군과 유비군의 전투에서 상대에게 큰 피해를 입힌 쪽은 _____군이다.,유비,medium
"( 연의 ) ""역적이 여기 왔는데 무사들은 무얼 하는가"" 라는 _____의 외침과 함께, 백 여 명의 무사들이 나와서 동탁을 찔렀지만, 동탁은 안에 갑옷을 입고 있어서 상처만 입고 수레에서 떨어졌다.",왕윤,very hard
"( 연의 ) 밤에 가맹관의 앞에서 횃불을 켜놓고 싸운 다음날 아침에 유비를 찾아온 제갈량은, ""장비와 마초 모두 훌륭한 장수인데 둘이 죽기로 싸우면 하나가 다칠테니, 조운과 _____에게 면죽을 맡겨놓고 밤새 달려왔다"" 고 말했다.",황충,very hard
"( 연의, 사서 공통 ) 제갈탄이 반란을 일으킨 사이 강유가 장성을 노렸는데, 이는 경요 ___년의 일이었다.",1,super hard
"( 연의 ) 하후패는 조양성이 비어있다고 판단하여 ___명의 병력과 함께 성으로 들어갔지만, 매복에 당해 죽었다.",500,super hard
"( 연의, 사서 공통 ) 도응의 아버지의 이름은?",도겸,very hard
"( 연의, 사서 공통 ) 암탉이 수탉이 되는 일이 있었을 때의 황제의 이름은?",유굉,very hard
"( 연의 ) 조예는 조진의 사망 소식을 듣자마자, 나가서 싸우라는 내용의 글을 _____에게 보냈다.",사마의,hard
"( 연의, 사서 공통 ) 장안으로 천도하려는 동탁에게 반대했다가, 황완과 함께 면직된 사도의 이름은?",양표,very hard
"( 연의 ) 조진은 왕쌍이 죽었다는 소식을 듣고는 슬퍼하다가 병에 걸려 낙양으로 돌아갔으며, 장안으로 가는 길은 곽회와 장합과 _____에게 지키게 했다.",손례,very hard
"( 연의, 사서 공통 ) 전국옥새는 춘추시대 때의 초나라 사람 변화가 형산 아래에서 얻은 돌 속의 ㅁ으로 만든 것이다.",옥,very hard
"( 연의 ) 육손은 ""곧바로 물러나면 안 되고, 당신이 먼저 ㅁ들을 점검하여 싸우려는 듯 보이게 하면, 나는 양양으로 진군하여 적이 우리의 의도를 짐작하지 못하게 할 것이며, 그런 다음 서서히 강동으로 물러나면 된다"" 고 제갈근에게 말했다.",배,super hard
"( 연의, 사서 공통 ) 장수가 되면 어떻게 하겠느냐고 묻는 조조의 질문에, ""갑옷을 입고, 무기를 들고, 어려움을 만나도 머뭇거리지 않고, 사졸들의 앞에 서며, 상은 반드시 행하고, 벌은 반드시 분명히 하겠다"" 고 대답한 사람의 이름은?",조창,hard
"( 연의 ) 유표가 죽자, 채부인은 거짓 유서를 만들고 공표하였는데, 그로 인해 유표의 후계자가 된 사람의 이름은?",유종,medium
( 연의 ) 강유는 _____의 허락을 받고 8만의 병력을 이끌고 답중으로 가서 둔전했다.,유선,hard
"( 연의, 사서 공통 ) 후선의 출신주는 ㅁㅁ이다.",사례,super hard
"( 연의, 사서 공통 ) 유모의 출신주는 ㅁㅁ이다.",형주,super hard
"( 사서 ) 관해의 포위망을 뚫고 구원군을 요청하기 위하여, 태사자는 매일 성 밖에서 ㅁ 연습을 하여 적을 방심시키고 포위망을 뚫고 나갈 수 있었다.",활,hard
"( 연의, 사서 공통 ) 좌자는 조조가 베푼 연회에서, 멀리 떨어진 ㅁ강에 서식하는 농어를 잡아서 바쳤다.",송,super hard
"( 연의 ) 이각, 곽사, 장제, 번조, 우보가 장안으로 쳐들어온다는 소식을 듣자, 여포하고 상의한 사람의 이름은?",왕윤,hard
"( 연의 ) 조조에게 패하여 연주에서 달아나 서주로 찾아온 여포에게 ""300 합을 겨뤄보자"" 며 호통을 치는 장비를 야단쳐서 말린 사람의 이름은?",유비,medium
"( 연의, 사서 공통 ) 예형의 출신주는 ㅁㅁ이다.",청주,super hard
"( 사서 ) 공융, 완우, 서간, 진림, 왕찬, 유정과 함께 건안칠자로 불리었던 사람의 이름은?",응창,super hard
"( 연의 ) 제갈량이 기도를 시작한 지 여섯 번째 밤이 되었을 때 강유가 칼로 베려 했던, 촉한의 신하의 이름은?",위연,hard
"( 연의 ) 복양의 전투에서, 군사들을 위로하던 여포는 ""복양 서쪽 영채의 방비를 강화해야 한다"" 는 _____의 의견에 따라, 그곳으로 고순, 위속, 후성을 보냈다.",진궁,hard
"( 연의, 사서 공통 ) 하증은 차남을 후계자로 세우려는 _____의 생각에 반대하는 의견을 냈다.",사마소,super hard
"( 연의, 사서 공통 ) 원술의 명령을 받아 군을 지휘하여 소패의 유비를 공격하러 간 장수의 이름은?",기령,hard
"( 연의 ) 조조는 칠보도로 동탁을 암살하려다가 실패하고 ___군을 향해 달아났는데, 중모현에서 진궁에게 붙잡혔다.",초,super hard
"( 연의 ) 한중의 전투 중에, 조조가 양평관까지 후퇴하자 유비군이 쫓아와서는 양평관의 사방에서 소란을 피웠는데, 이때 유비군이 불을 지른 것은 ㅁ문과 남문이었다.",동,super hard
"( 연의 ) 유비가 한수를 건너 배수진을 치는 것을 보고 의아해 하면서도, 사람을 시켜 유비에게 도전장을 보낸 사람의 이름은?",조조,hard
"( 연의 ) 오장원에서 제갈량은 ""오나라 군대가 세 방면으로 쳐들어온다는 소식을 들은 조예는, 직접 대군을 이끌고 ㅁㅁ로 가서 만총과 전예와 유소에게 군사들을 세 방면으로 나누어 적을 상대하게 했다"" 는 말을 들었다.",합비,very hard
"( 연의 ) 유비의 공격을 받아 낙성이 함락되자, 유장은 장로에게 유비를 공격하게 하자는 _____의 의견을 받아들였다.",동화,very hard
( 연의 ) 낙양을 파괴하고 떠난 동탁을 추격한 군웅의 이름은?,조조,medium
"( 연의 ) 이붕과 왕진이 죽자, 영채를 버리고 달아나 성으로 들어간 사람의 이름은?",사마망,super hard
"( 연의, 사서 공통 ) 장소와 비슷한 시기에 손책에게 등용되어 주로 문관으로 일하였으며, 손권에게 건업으로 천도를 건의하여 받아들여지기도 하였고, 적벽대전에서는 조조와 싸우는 것을 반대한 사람의 이름은?",장굉,hard
"( 연의 ) 유비가 동오로 와서 장가를 들었다가 손부인과 함께 성을 빠져나와 형주로 돌아가고 있을 때, 유랑포에서 반장, 진무, 장흠, 주태가 이끄는 추격군에 따라잡히기 직전에 배들을 발견했는데, 그 중 하나에 윤건을 쓰고 ㅁㅁ을 입은 제갈량이 있었다.",도복,super hard
"( 연의 ) 유비가 유장의 항복을 받아냈을 때, 유파와 _____만은 유비를 따르려고 하지 않았는데, 수하의 장수들이 이들에 대해 화를 내며 죽이려고 하자, 유비는 두 사람에 해를 가하면 삼족을 멸하겠다는 명령을 내렸다.",황권,very hard
( 연의 ) 하후패는 ㅁ을 맞아서 죽었다.,활,super hard
"( 연의, 사서 공통 ) 조상은 _____에게 정중히 대하고 공경했는데, 시간이 흐르고 ""큰 권세는 남에게 맡기는 것이 아니다"" 라는 하안의 말을 듣게 되자 상황이 달라지기 시작했다.",사마의,hard
"( 연의 ) 형주를 돌려받기 위해 제갈근이 사신으로 오자, 유비보다 먼저 제갈근을 만나 제갈근의 가족이 인질로 잡혀있다는 이야기를 듣고는, 형주를 돌려줄 방법이 있다며 제갈근을 안심시킨 사람의 이름은?",제갈량,hard
"( 연의 ) 촉한이 조비에 의해 다섯 방면으로 침공받으려 할 때, 제갈량은 못 속의 물고기를 바라보다가, 뒤에서 유선이 인사를 건네자 돌아보고 깜짝 놀라 손에서 지팡이를 버리고 절을 하며 ""신은 ___번 죽어 마땅하다"" 고 말했다.",10000,super hard
"( 연의 ) 제갈량한테 붙잡혀있던 하후무는, 석방되어 오는 길에 피난민으로 보이는 사람들로부터 ""_____도 이미 촉의 제갈량에게 투항했다"" 는 이야기를 들었다.",강유,hard
"( 연의 ) 유비가 서천으로 가서 유장의 환대를 받고 가맹관에 주둔했다는 소식을 들은 손권은, 부하들을 모아놓고 대책을 상의했는데, 그 자리에서 유비가 형주로 돌아오기 쉽지 않아졌으니 형주를 치라고 권한 사람의 이름은?",고옹,very hard
"( 연의 ) 위황과 함께 허도에서 반란을 일으켜 조휴와 밤새 싸우다가, 날이 밝은 뒤 다른 동지들이 모두 죽었다는 소식을 듣고는 길을 뚫고 성문을 뛰쳐나갔다가, 하후돈의 대군을 만나 포위되어 생포된 사람의 이름은?",경기,very hard
"( 연의, 사서 공통 ) 사마의의 자는 ㅁㅁ이다.",중달,hard
"( 연의 ) 한중왕에 오른 유비는, 관우, 장비, _____, 마초, 황충을 오호대장군으로 삼았다.",조운,medium
"( 연의, 사서 공통 ) 조예가 죽을 때, 위나라의 대장군이 된 사람의 이름은?",조상,very hard
"( 연의 ) 제갈탄이 반란을 일으키자, 사마소는 진남장군 왕기에게 선봉을 맡기고, 안동장군 _____에게 부선봉을 맡기고, 감군 석포에게는 좌군을 맡기고, 연주자사 주태에게는 우군을 맡겼다.",진건,super hard
"( 연의 ) 강유가 진군해오자, 장성을 지키던 사마망은 _____하고 왕진을 데리고 성 밖으로 나가서 교전했다.",이붕,super hard
"( 연의, 사서 공통 ) 순욱은 반대했으나, 동소의 주도로 신하들은 조조에게 위공의 작위와 ㅁㅁ을 내려주기를 헌제에게 청하였다.",구석,hard
"( 연의, 사서 공통 ) 조비가 황제가 된 이후, ㅁ장군 장예는 여러 신하들과 함께 유비에게 황제가 되기를 청했다.",편,super hard
"( 연의 ) 주준과 함께 황건적의 잔당인 한충, 조홍, 손하를 완성에서 토벌하여, 별부사마라는 관직을 받은 사람의 이름은?",손견,very hard
"( 연의 ) 장합은 세 개의 영채를 세우고 파서로 공격해갔는데, 낭중에서 30리 떨어진 곳에서 장합과 마주치게 되어 전투를 벌인 장수의 이름은?",장비,hard
"( 연의, 사서 공통 ) 조조는 전투에서 승리한 후, 자신의 부하들이 상대의 군웅과 내통한 편지 묶음을 찾아냈는데도 이것을 태우고 불문에 뭍였는데, 이 사건이 있었을 당시 조조에게 패한 상대 군웅의 이름은?",원소,hard
"( 연의, 사서 공통 ) 허소의 자는 ㅁㅁ이다.",자장,super hard
"( 연의 ) 조조는 ㅁㅁ장군 차주에게 서주를 다스리도록 해서, 차주는 서주자사가 되었다.",거기,super hard
"( 연의 ) 허전으로 사냥을 갔다가 돌아온 헌제가 울며 복황후와 이야기를 나누고 있는데, 복완이 나타나 ""역적 _____의 목숨을 빼앗는 일은 거기장군 동승에게 맡길만 하다"" 고 말했다.",조조,medium
"( 연의, 사서 공통 ) 사마의가 옹주와 양주의 대군을 이용하여 ㅁㅁ을 점거하려 했는데, 마침 촉한군은 병력의 교대가 진행 중이었기에 ""교대를 미루자"" 는 의견이 있었으나, 제갈량은 ""나는 군대를 통솔함에 있어서 신의를 근본으로 해 왔다"" 며 교대를 진행하라고 명령했다.",검각,super hard
"( 연의 ) 유비가 허도에 머물고 있을 때, 밤중에 눈에 띄지 않게 유비의 집에 찾아온 사람의 이름은?",동승,hard
"( 연의 ) 유비가 동오로 와서 장가를 들었다가 손부인과 함께 성을 빠져나와 형주로 돌아가고 있을 때, 유랑포에서 반장, 진무, 장흠, 주태가 이끄는 추격군에 따라잡히기 직전에 배들을 발견했는데, 그 중 하나에 ㅁㅁ을 쓰고 도복을 입은 제갈량이 있었다.",윤건,super hard
"( 연의, 사서 공통 ) 일부러 군데군데 지우고 고쳐쓴 _____의 편지를 받은 한수는, 그 편지를 본 마초의 의심을 사게 되어 결속이 무너지는 계기가 되었다.",조조,hard
( 사서 ) 순개는 예주 ___군 사람이다.,영천,super hard
"( 연의 ) 적벽에서 패주하던 조조는 화용도에서 관우와 맞닥뜨렸는데, 안량과 문추를 죽여 과거의 은혜를 갚았다는 관우의 말에, ___ 개의 관문을 지나면서 장수들을 죽인 일을 언급했다.",5,medium
( 연의 ) 관색은 형주가 함락되었을 때 ___가장으로 몸을 피해있었다.,포,hard
"( 연의, 사서 공통 ) 제갈량이 황제 유선의 휘하에서 승상직을 수행 중일 때, ㅁ장군 두의는 행참군을 맡았다.",비,super hard
"( 연의, 사서 공통 ) 유표, 범방, 범강, 공욱, 단부, 잠질, 진상과 더불어 강하팔준이라고 불린 사람의 이름은?",장검,super hard
"( 연의 ) 유비가 조조의 대군을 피해 백성들을 이끌고 신야에서 번성으로 이동할 무렵, 조인군과 합세하여 신야성으로 간 _____의 눈에, 텅텅 빈 신야성의 모습이 보였다.",허저,hard
"( 연의 ) 유비가 형주 남부의 영릉을 정벌하기 위해 출진하면서, 관우에게 형주를 지키도록 했는데, 이 때 유봉과 함께 강릉을 지키는 임무를 맡은 사람의 이름은?",미축,very hard
"( 연의, 사서 공통 ) 촉한의 ㅁㅁ 13년은 위나라의 청룡 3년이자 오나라의 가화 4년이었다.",건흥,super hard
"( 연의 ) 산 위에서 제갈량이 붉은 기를 흔들자 관흥의 공격이 시작되었으며, 오의와 오반과 마충과 장억도 일제히 방향을 돌려 덤벼들었지만, 위나라의 장수인 _____하고 장합은 물러나지 않고 계속 싸웠는데, 이때 왕평과 장익이 나타나 위나라 군대의 퇴로를 막았다.",대릉,very hard
"( 연의, 사서 공통 ) 촉한이 위나라에 굴복하게 하기 위해 제갈량에게 ""항복하라"" 는 뜻을 전하였으나, 설득에는 실패한, 위나라의 신하의 이름은?",왕랑,hard
"( 연의, 사서 공통 ) 등애와 종회가 촉한 정벌을 시작할 무렵 ""종회에게 큰 병력을 움직일 권한을 주면 안된다"" 고 말했다가 이에 반박하는 사마소의 대답을 들었으며, 촉한 정벌 직후에도 종회가 등애를 체포하는 일에 대해 사마소의 대답을 들은 사람의 이름은?",소제,super hard
"( 연의, 사서 공통 ) 유선이 신임한 환관의 이름은?",황호,medium
"( 연의 ) 장합이 ㅁㅁ관을 잃고 남정으로 돌아오자, 조홍은 화를 내며 그를 죽이려 했지만, 곽회의 만류를 듣고는 그만두었다.",와구,hard
"( 연의 ) 노숙의 앞에서 유비는 목놓아 울었는데, 제갈량은 ""ㅁ주의 유장은 유비와 친척이니 그의 땅을 빼앗으면 세상으로부터 욕을 먹을 것이고, 땅을 빼앗지 않으면 형주를 돌려주고 나서 몸 둘 곳이 없으며, 돌려주지 않자니 처남인 손권을 볼 면목이 없는 상황"" 이라고 노숙에게 설명했다.",익,hard
"( 연의 ) 유비가 소패를 잃고 조조에게로 도피하던 중, 유비에게 대접할 음식이 없어 부인을 죽여 그 고기를 요리해서 대접하였으며, 진상을 알게 된 유비로부터 사정을 들은 조조에게서 금 100냥을 하사받은 사냥꾼의 이름은?",유안,very hard
( 사서 ) 문흠의 자는 ㅁㅁ이다.,중약,super hard
"( 연의, 사서 공통 ) 장수에게 기습을 받아 패주하던 조조에게 자신의 말을 내어주고 죽은 사람의 이름은?",조앙,hard
"( 연의 ) 유표는 ""원소에게 글을 보내어 도움을 청하자"" 는 괴량의 진언을 받아들여, _____에게 편지를 써 주고 사신의 임무를 맡겼다.",여공,hard
"( 연의 ) 제갈량은 성문을 열어놓고 성 위의 망루에서 거문고를 연주했는데, 사마의는 이를 보고 대군을 물러가게 했으며, 그러자 제갈량은 ㅁ성을 나와 한중으로 이동했다.",서,very hard
"( 연의 ) 관우가 죽은 후 육손과 대치하던 황제 유비가 더위 때문에 진영을 숲으로 옮기려고 하자, ""제갈량에게 지형과 진영을 그려 보내어 의견을 물어보자"" 고 유비에게 말한 사람의 이름은?",마량,hard
( 사서 ) 동탁은 미오에 ___년치 식량을 비축했다.,30,super hard
"( 연의, 사서 공통 ) 조비는 형정을 사신으로 보내어 손권을 ㅁ왕으로 봉했다.",오,hard
"( 연의 ) 강유가 유선의 퇴군 명령이 무슨 이유로 내려졌는지 묻자, ""황호가 염우에게 공 세울 기회를 주려고 조정에 아뢰었기 때문"" 이라고 대답한 비서랑의 이름은?",극정,very hard
"( 연의, 사서 공통 ) 제갈각이 신성을 공격했을 때, 신성의 수비를 맡았던 아문장군의 이름은?",장특,very hard
"( 연의 ) 관우가 죽었을 무렵, 여러 관원들은 ""ㅁㅁ의 행궁에 요망한 일들이 많으니, 새로 궁전을 짓는 것이 좋겠다"" 고 조조에게 권했다.",낙양,very hard
( 연의 ) 손견의 포위를 뚫고 지나갈 계책을 여공에게 알려준 사람의 이름은?,괴량,hard
"( 연의, 사서 공통 ) 유비는 한중왕이 되고는 허정을 ㅁㅁ에 임명했다.",태부,super hard
"( 연의, 사서 공통 ) 번성의 전투에서, 군이 수몰되어 함께 둑 위로 피한 방덕에게서 ""오늘이 이 방덕의 제삿날이다"" 라는 말을 들은, 조조의 장수의 이름은?",성하,very hard
"( 연의 ) 조진이 와병 중이었을 때, 촉나라 군대가 30리 정도를 물러나 영채를 세우는 일이 연속 세 번 발생하자, _____하고 대릉은 3만의 병력을 이끌고 추격을 위해 먼저 출발했으며, 대부분의 병력을 남겨 영채를 지키게 한 사마의는 5천의 병력만 이끌고 뒤따랐다.",장합,hard
"( 연의 ) 손견이 공격해 온다는 소식을 들은 동탁은, 화웅에게 ㅁㅁㅁㅁ라는 벼슬을 내리고 이숙, 호진, 조잠과 5만의 병력을 주어 사수관을 지키게 했다.",효기교위,super hard
"( 연의, 사서 공통 ) 정자의 아버지의 이름은?",정보,very hard
"( 연의 ) 영수는 ""공함곡을 지나 옹주를 습격하는 움직임을 보이면 _____도 옹주로 철수할 것"" 이라고 강유에게 말했다.",제갈서,very hard
"( 연의 ) 곽회와 사마의가 노성을 치러 올 무렵, 제갈량이 ""오늘 밤 적들이 공격해올텐데, 성 ㅁ쪽과 서쪽의 곡식 밭이 매복하기 좋으니, 누가 가보겠느냐"" 고 말하자 강유, 위연, 마대, 마충이 자원했다.",동,super hard
"( 연의 ) 관우가 죽은 후 유비가 친정에 나섰을 때, 촉한군이 진영을 숲 속으로 옮긴 이후 강 남쪽의 영채에서 불이 나자, 유비는 _____에게 그곳으로 가보도록 했다.",장포,very hard
"( 연의 ) 복양의 전투에서, 조조는 ""산 위에서 보니 복양 서쪽에 있는 여포의 영채가 허술해보였는데, 밤에 그 영채를 기습하자"" 는 의견을 따르기로 하고, 조홍, 이전, 모개, 여건, _____, 전위를 데리고 2만의 병력과 함께 작은 길로 진군했다.",우금,very hard
"( 연의 ) ""진창은 함락되고 학소는 죽었으며, 산관도 촉나라 군대가 점령했고, 제갈량은 다시 기산으로 나와서 진군하고 있다"" 는 소식을 들은 곽회는, 장합에게는 장안을 지키게 하고, _____에게는 옹성을 지키게 하고, 스스로는 미성을 지키기로 했다.",손례,very hard
"( 연의, 사서 공통 ) 황보력은 ""ㅁㅁㅁㅁ는 재주만 믿다가 패망했고 동탁도 강성했지만 여포의 배반으로 머리가 잘렸으니 용맹만 믿어서는 안되며, 당신은 상장이 되어 절월을 쥐고 가족과 친지들이 높은 지위에 있는데도, 곽사는 대신을 겁박하고 당신은 황제를 겁박하니 누구의 죄가 무거우냐"" 고 이각에게 말했다.",유궁후예,super hard
"( 연의 ) 최량이 _____의 문서를 요구하자, 자신을 배서라고 소개한 자는 땀에 젖은 문서를 슬쩍 보여주고 곧 천수로 떠났다.",하후무,hard
"( 연의, 사서 공통 ) 제갈탄은 사마소의 사신을 심문해 사실을 알아낸 뒤, 사신의 목을 베고 ㅁ주에서 악침을 급습해서 죽였다.",양,very hard
"( 연의 ) 사수관에서 호진이 ___명의 병력을 이끌고 나왔으나, 정보와 겨루다가 패해 죽었다.",5000,super hard
"( 연의, 사서 공통 ) 손량을 폐위한 사람의 이름은?",손침,hard
